Önceki O
görevlerden O
alınan O
bilgilere O
göre O
bu O
eskiden O
iyi O
bir O
yerdi, B-TARGET
fakat O
artık O
değil. O

Dört O
kişilik O
bir O
ekip O
olan O
biz O
öğleden O
sonra O
geldik O
- O
yer O
boşdu O
- O
ve O
personel B-TARGET
bize O
dayattığımız O
gibi O
davrandı O
ve O
son O
derece O
kırılgan O
davrandı. O

Bize O
ek O
noodleler O
getirmediler, O
sürekli O
şeker O
talebini O
gözardı O
ettiler O
ve O
yemeklerimizi O
masaya O
attılar. O

Gıda B-TARGET
kötüydi O
- O
fazla O
şekerli O
veya O
fazla O
tuzlu O
ve O
porsiyonlar B-TARGET
küçüktü. O

Bütün O
bunlardan O
sonra, O
küçük O
bir O
tipten O
şikayet O
ettiler. O

Bu O
yerden B-TARGET
kaçın! O

Saul'da O
pek O
çok O
kez O
yemek O
yedim, O
yemek B-TARGET
her O
zaman O
sürekli O
ve O
öfkeli O
derecede O
iyiydi. O

Saul, B-TARGET
Smith O
Street O
ve O
Brooklyn'daki O
en O
iyi O
restoran. O

Balık B-TARGET
confit I-TARGET
her O
zaman O
muhteşemdi O
ve O
fasulyelerle O
dolu O
foie B-TARGET
gras I-TARGET
terrine I-TARGET
bu O
dünyanın O
dışındaydı. O

Şarap B-TARGET
listesi I-TARGET
ilginç O
ve O
pek O
çok O
iyi O
değere O
sahip. O

Manhattan'da O
bu O
kadar O
iyi O
yiyemezsiniz. O

Bu O
restorandan B-TARGET
çok O
hayal O
kırıklığına O
uğradım. O

Bir O
kamyon B-TARGET
görevlisinden I-TARGET
lotus O
kağıdlı O
bir O
ekmek O
istediğim O
için O
ekmeği O
verdim O
ve O
ona O
ekmeği O
yanıt O
verdi O
ve O
gedi. O

Benden O
istediğim O
yemekle O
geri O
gelmeden O
önce O
ona O
üç O
kez O
sormak O
zorunda O
kaldım. O

Gıda B-TARGET
iyiydi, O
harika O
bir O
şey O
yoktu. O

Chow B-TARGET
eğlencesi I-TARGET
kuruydu; O
domuz O
eti O
shu B-TARGET
mai I-TARGET
genelde O
olduğundan O
daha O
fazla O
yağlıydı O
ve O
sesli O
ve O
öküzlü O
bir O
aileyle O
bir O
masa O
paylaşmak O
zorunda O
kaldı. O

Buraya B-TARGET
bir O
daha O
asla O
dönmeyeceğim. O

3 O
gün O
süren O
bir O
oyster O
binge'de, O
Fish'in B-TARGET
kapanışını O
yükselttiği O
bir O
yerdeydim O
ve O
burası O
O O
gezisinin O
sona O
erdiği O
bir O
yer O
olduğundan O
son O
derece O
memnunum, O
çünkü O
o O
kadar O
harikaydı! O

Hizmet B-TARGET
devine, O
oysterler B-TARGET
geldiğinde O
bir O
sensual O
ve O
fiyatı O
yenemez!!! O

Burada O
yanlış O
olmamak O
mümkün O
değil. O

Her O
seferinde O
New O
York'ta O
Smith O
Street'deki O
Saul B-TARGET
Restoranını I-TARGET
ziyaret O
etmeyi O
tercih O
ediyorum. O

Herşey O
her O
zaman O
mükemmel O
şekilde O
pişiriliyor, O
hizmet B-TARGET
mükemmel, O
süslü O
ve O
altüstlenmiş. O

Son O
ziyaretimde O
bebek B-TARGET
göğüsi I-TARGET
özelliğimi I-TARGET
aldım O
ve O
o O
inanılmazdı. O

Bir O
sonraki O
ziyaretimi O
bekleyemem. O

Burası O
görmeye O
başladım O
ve O
bir O
gün'sınamaya O
çalışacağım' O
söz O
verdim. O

Bunu O
söylemekten O
hoşnutsuzum, O
ama O
geri O
dönmeyeceğimnden O
şüpheliyim. O

Yiyecek B-TARGET
çok O
ortalama...Thai B-TARGET
fusion I-TARGET
şeyleri I-TARGET
biraz O
fazla O
tatlı, O
servis O
ettikleri O
her O
şey O
burada O
fazla O
tatlı. O

Ortalama O
derecede O
beğendiğim O
tek O
şey, O
Edamame B-TARGET
Puree I-TARGET
ile I-TARGET
Grilled I-TARGET
Chicken I-TARGET
Spezialisiydi. I-TARGET

Edamame'yi B-TARGET
daha O
önce O
hiç O
temizlememiştim, O
ama O
yenilikçi O
ve O
lezzetli O
olduğunu O
düşündüm O
(biraz O
daha O
fazla O
tuz O
kullanabilirdim). O

Ne O
olursa O
olsun, O
iyi O
yemek O
yenmek O
için O
mahalledeyseniz, O
bir O
şeyler O
bulmaya O
çalışırken O
zamanımı O
kaybetmeyeceğim, O
daha O
çok O
Tamari'ye O
uzanan O
yoldan O
gideceğim. O

decor B-TARGET
gece O
tho...but O
onlar O
gerçekten O
tavandaki O
kap B-TARGET
boşluğu O
temizlemesi O
gerekiyor...son O
derece O
appetizing, O
ve O
bu O
yeri B-TARGET
süslü O
ve O
modern O
görünmek O
için O
çabanızı O
öldürüyor. O

Haru'nun O
komşu O
restoranı O
aşırı O
kalabalık O
olduğu O
için O
Haru'nun O
Sake O
barında O
dışarı O
yemek O
yedik. O

Bu O
ikisinin O
arasındaki O
fark O
nedir? O

Onların O
sake B-TARGET
listesi I-TARGET
oldukça O
geniş O
olmasına O
karşın O
Purple O
Haze'i O
arıyorduk, O
listede O
yer O
almamakla O
birlikte O
istediğimiz O
şekilde O
hazırlandı! O

Misil B-TARGET
Tunu I-TARGET
Roll I-TARGET
olağanüstü O
iyiydi O
ve O
kaya B-TARGET
kreveti I-TARGET
tempura I-TARGET
da O
harika, O
paylaşmak O
için O
harika O
bir O
yemekti! O

Cuma O
günü O
9:30'a O
kadar O
gittik O
ve O
o O
zamana O
kadar O
biraz O
azaldı, O
bu O
yüzden O
de O
hizmet B-TARGET
harikaydı! O

Pink B-TARGET
Pony'yi I-TARGET
seviyorum. O

Bu O
mükemmel O
nokta. B-TARGET

Gıda B-TARGET
- O
harika. O

Hizmet B-TARGET
- O
dost O
ve O
dikkatli. O

Heyet B-TARGET
- O
rahat O
ve O
stilli. O

Burası B-TARGET
öncelikli O
olarak O
yargılamaz, O
bunu O
inanmak O
için O
bunu O
denemek O
zorundasınız, O
bilgili O
bir O
kalp O
için O
evden O
uzak O
bir O
yuva. O

Burada O
pek O
çok O
kez O
yemek O
ettim, O
sadece O
rahatlığım O
dışında O
hiçbir O
neden O
yok. O

(Yaşadığım O
ve O
yaşadıklarım O
mahallede..) O

yemek B-TARGET
iyiydi. O

Ne O
var O
ki, O
bu O
hizmet B-TARGET
benim O
ağzımda O
kötü O
bir O
zevk O
bırakıyor. O

Bir O
garsonun B-TARGET
beni O
sindirmesine O
izin O
vermeme, O
yani O
su O
veya O
kekse O
gibi O
önemsiz O
şeyleri O
istemekle O
beni O
kötü O
buluyor O
olması O
da O
dahil O
olmak O
üzere O
bir O
miktar O
öz O
saygıyla O
birlikte O
geçen O
bir O
politikam O
var. O

Bilirəm, O
vintage O
tee O
shirtinizi O
göstermek O
ve O
sıkmış O
görünmekle O
fazlasıyla O
meşgulydiniz, O
ama O
gündemim, O
arkadaşlarımla O
birlikte O
yemek O
yapmak O
ve O
hoş O
bir O
deneyim O
edinmek O
için O
geldim. O

Burada O
bunu O
bulmırdım O
ve O
inanmayın, O
kendi O
deneyimim O
hakkında O
düşündüğüm O
her O
kəse O
de O
söyledim. O

Geçen O
gidişte O
çok O
boşmuştu. O

Burası B-TARGET
New O
York O
bölgesindeki O
en O
iyi O
Japon O
restoranı O
olmalı. O

Çok O
iyi O
bir O
deneyim O
yaşadım. O

Gıda B-TARGET
harika. O

Hizmet B-TARGET
de O
üst O
düzeyde. O

Her O
seferinde O
geri O
dönüyorum. O

Bir O
sushi O
restoranını, O
sushi O
rose'da O
cennetin O
olduğu O
deniz B-TARGET
kümesine I-TARGET
göre O
değerlendirmeye O
çalışıyorum. O

Küçük O
ağzımda O
kayboldu O
ve O
mükemmel O
bir O
uyumla O
- O
fazla O
balıklı, O
creamli O
ve O
biraz O
tereyağı O
olmayan. O

Sushi B-TARGET
oldukça O
taze O
görünüyordu O
ve O
yeterli O
ölçüde O
dengeliydi. O

Karsa B-TARGET
ile I-TARGET
balık I-TARGET
arasında O
yapılan O
rehat O
da O
iyiydi O
- O
karsaları O
aşırı O
yüklemeye O
çalışmırdılar. O

Cumartesi O
günü O
yapılan O
yarı B-TARGET
fiyatlı I-TARGET
sushi I-TARGET
anlaşmasını I-TARGET
yükselttik, O
bu O
da O
çok O
değerliydi. O

Yakın O
tarihte O
tanıştığım O
bir O
kadınla O
bu O
restorana O
gittim. O

Yakında O
yaşadığına O
karşın, O
fazla O
turistik O
olabileceğini O
düşünerek O
bu O
işletmeye O
hiç O
gitmemişti. O

Şaşırtıcı O
bir O
şekilde, O
gerçekten O
daha O
fazlası O
olamazdı. O

Akşam, O
bu O
yer O
iyi O
giymiş, O
yanı O
sıra, O
NY O
kalabalıkını B-TARGET
cezbetmişti. O

Yemek B-TARGET
iyi O
hazırlanmış O
ve O
hizmet B-TARGET
mükemmeldi. O

Ben O
geri O
dönüyorum. O

Ruhlu, O
romantik O
fakat O
korkunç O
derecede O
pahalı O
olmayan O
bir O
restoran O
arıyordum O
ve O
La O
Lanterna'nın O
eleştirilerine O
rastladım O
ve O
denemeye O
başladım. O

Bu, O
Manhattan'dan O
çıkıp O
bir O
huzur O
cennetine O
girmek O
gibi O
bir O
şey. O

Hizmet O
dikkatli O
ve O
yetimsizdi, O
yemek O
Midtown'daki O
pek O
çok O
kötü O
üne O
sahip O
restorandan O
çok O
daha O
iyiydi O
ve O
şarap O
listesi O
geniş O
ve O
iyi O
fiyatlı. O

Prix B-TARGET
Fixe I-TARGET
menüsü I-TARGET
her O
penny'nin O
değerinde O
ve O
yeterliden O
fazlasını O
(hem O
miktar O
hem O
de O
kalitede) O
alabiliyoruz. O

Geri O
dönecek O
ve O
kalpten O
tavsiye O
edeceğim! O

Chennai'de O
birkaç O
kez, O
mahallede O
olduğumda O
öğle O
yemeği O
bufetini O
yedim. O

Bu O
harika O
bir O
şey, O
aynı O
zamanda O
değer O
de. O

6 O
dolar O
ve O
hepsinin O
de O
taze O
ve O
sürekli O
refill O
edilmiş O
olduğu O
çok O
lezzetli O
bir O
yemek B-TARGET
var. O

Vegetaryan O
değilim O
ama O
neredeyse O
bütün O
yemekler B-TARGET
harikaydı. O

Gerçekten O
de, O
burada O
öğle O
yemeği O
için O
yeyebilecekleri O
şeyleri, O
McD'ler O
ve O
kentteki O
pek O
çok O
sandwich O
dükkanına O
kıyasla O
karşılaştırdığınızda, O
karşılaştırmak O
mümkün O
değil. O

Açın O
ve O
tadın. O

Buradaki O
yemekler B-TARGET
çok O
iyi, O
ama O
sadece O
bunu O
beklemek O
istese. O

somosas, B-TARGET
chai B-TARGET
ve O
chole B-TARGET
gibi O
yemekleri O
beğendim, O
ama O
